Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq,p_values,FDR_corrected_p_values
tRF-36-R9J89O9NF5W8E70,16.3,34.95,32.63,97.96,17.72,70.18,24.16,52.51,98.01,45.47,47.1,0.0,26.86,40.38,8.22,38.84,109.39,56.29,45.27,13.68,11.02,29.89,129.08,6.74,0.7704006546776454,0.9994822772341109
tRF-36-UD10H7RNLEKPM4D,27.95,8.74,40.78,76.19,10.13,70.18,56.36,52.51,130.68,10.1,141.29,55.64,40.28,44.87,90.42,99.87,90.09,73.17,98.09,68.42,11.02,38.43,64.54,53.93,0.05964784217902525,0.8839157466401707
tRF-36-V47PU9XW983FPDD,9.32,26.21,4.08,21.77,12.66,35.09,16.1,9.55,81.68,5.05,37.68,37.09,13.43,8.97,32.88,0.0,38.61,33.77,15.09,47.9,20.21,8.54,0.0,26.96,0.002621129837043103,0.6623395755190364
tRF-36-V81H93WB86N7O5D,4.66,8.74,24.47,43.54,7.6,14.04,4.03,14.32,32.67,15.16,9.42,13.91,40.28,17.95,8.22,33.29,32.17,16.89,15.09,20.53,12.86,8.54,32.27,0.0,0.44089113758232973,0.9268882287302744
tRF-36-XSXMSL73VL4YMYE,253.85,384.45,252.85,174.16,265.87,252.64,334.16,396.19,114.35,171.76,235.48,273.57,120.85,269.2,205.49,210.83,238.09,197.0,309.35,260.01,134.14,324.48,172.11,114.6,0.3905602457351528,0.9198138616192503
tRF-37-0668K87SERM4921,2.33,0.0,12.23,21.77,20.26,7.02,4.03,28.64,32.67,35.36,0.0,0.0,13.43,22.43,57.54,0.0,38.61,0.0,0.0,20.53,0.0,12.81,64.54,6.74,0.7960079545619205,0.9994822772341109
tRF-37-0VL8K87SIRMM121,13.97,34.95,57.09,10.88,25.32,21.05,8.05,9.55,49.01,85.88,37.68,9.27,53.71,44.87,65.76,33.29,0.0,28.14,7.55,41.05,9.19,8.54,75.3,6.74,0.8149967848244819,0.9994822772341109
tRF-37-2VR008R959KUMKH,170.01,524.25,171.28,380.97,197.5,322.81,265.72,324.59,261.36,313.22,452.13,194.74,349.13,174.98,526.05,266.31,649.93,455.92,618.7,266.85,135.97,311.67,527.09,350.53,0.27690424625347904,0.8999818475133382
tRF-37-2VR008R9D9KUMKH,16.3,52.43,28.55,21.77,20.26,77.19,20.13,47.73,32.67,65.67,37.68,46.37,40.28,17.95,24.66,33.29,96.52,39.4,67.91,27.37,12.86,21.35,96.81,53.93,0.6904629375114741,0.9878398010213998
tRF-37-3IRW18V6XO59KN3,0.0,43.69,0.0,10.88,7.6,7.02,12.08,4.77,16.34,20.21,9.42,27.82,0.0,13.46,8.22,16.64,25.74,11.26,30.18,0.0,1.84,4.27,0.0,13.48,0.31053001375515304,0.8999818475133382
tRF-37-6SXMSL73VL4YMYP,41.92,87.38,81.56,108.85,53.17,84.21,52.34,47.73,49.01,60.62,84.77,51.0,67.14,125.63,115.07,72.12,96.52,90.06,120.72,82.11,36.75,59.77,193.63,26.96,0.6009130402483567,0.9727546201183505
tRF-37-87R8WP9N1EWJQ72,69.87,139.8,134.58,250.35,116.48,210.53,124.81,95.47,179.69,106.09,216.64,60.28,214.85,161.52,221.93,127.61,186.61,258.92,83.0,164.22,130.46,192.13,311.95,20.22,0.914963275450903,0.9994822772341109
tRF-37-8HM2OSRNLNKSEKL,53.57,43.69,0.0,10.88,5.06,0.0,12.08,28.64,81.68,20.21,47.1,194.74,26.86,8.97,16.44,122.06,45.04,16.89,37.73,20.53,3.67,4.27,0.0,20.22,0.10279176769581128,0.8839157466401707
tRF-37-9LON4VN1EH6KK8N,81.51,463.09,183.52,500.71,86.09,217.55,169.09,200.48,441.05,222.28,414.45,157.65,322.27,125.63,419.2,316.24,469.75,416.52,248.99,191.59,95.55,290.32,451.79,330.3,0.7835779282628437,0.9994822772341109
tRF-37-EH623K76IR3DR2M,30.28,26.21,73.41,65.31,53.17,112.28,40.26,28.64,98.01,166.71,178.97,32.46,53.71,31.41,115.07,55.48,32.17,67.54,52.82,177.9,16.54,21.35,527.09,33.7,0.6613400788335413,0.9876833352070801
tRF-37-EH623K7SIR3DR2M,246.87,410.66,636.2,478.94,382.35,947.39,434.81,701.68,882.09,1111.41,1054.96,255.02,1047.39,376.88,1832.96,266.31,321.75,416.52,445.16,1457.43,137.81,213.47,2613.94,337.05,0.8291033573118919,0.9994822772341109
tRF-37-J9ZH0SR9593KMH2,13.97,17.48,12.23,43.54,10.13,14.04,28.18,14.32,98.01,35.36,37.68,23.18,26.86,8.97,8.22,22.19,83.65,56.29,30.18,13.68,14.7,12.81,43.03,40.45,0.48183166141280476,0.9268882287302744
tRF-37-KKM1M3WD8S746D2,20.96,52.43,16.31,10.88,5.06,28.07,16.1,9.55,32.67,5.05,56.52,4.64,67.14,4.49,41.1,22.19,45.04,16.89,0.0,27.37,18.37,21.35,96.81,6.74,0.6690587100310208,0.9876833352070801
tRF-37-L85DMKYUYRLHR0J,34.93,52.43,16.31,21.77,27.85,35.09,16.1,38.19,49.01,20.21,56.52,32.46,13.43,8.97,24.66,77.67,38.61,50.66,75.45,34.21,14.7,12.81,43.03,53.93,0.2503244411582881,0.8999818475133382
tRF-37-QKF1R3WE8RO86J2,32.6,104.85,32.63,76.19,30.39,56.14,40.26,76.37,49.01,20.21,37.68,23.18,53.71,22.43,41.1,66.58,57.91,56.29,37.73,41.05,18.37,64.04,75.3,20.22,0.8377679534262203,0.9994822772341109
tRF-38-0668K87SERM492V,4.66,17.48,8.16,21.77,27.85,21.05,20.13,19.09,16.34,40.41,0.0,18.55,26.86,4.49,49.32,16.64,6.43,11.26,7.55,116.32,11.02,12.81,64.54,6.74,0.7621844804980424,0.9994822772341109
tRF-38-0VL8K87SIRMM12V,116.45,78.64,203.91,228.58,303.85,407.03,132.86,486.88,294.03,646.64,169.55,111.28,590.83,305.1,386.32,371.72,32.17,123.83,158.45,889.51,29.4,59.77,527.09,114.6,0.6544555914936594,0.9876833352070801
tRF-38-2R1HPSR9O9337KR,9.32,61.16,16.31,108.85,25.32,42.11,28.18,42.96,16.34,20.21,47.1,27.82,13.43,13.46,65.76,38.84,51.48,73.17,37.73,0.0,11.02,34.16,32.27,47.19,0.6771293025545407,0.9876833352070801
tRF-38-2VR008R959KUMK9,428.52,1354.32,603.57,1142.92,420.33,947.39,696.5,706.45,1306.81,757.78,960.77,709.42,805.68,345.48,920.59,1220.57,1325.59,956.88,1109.13,738.98,345.44,533.68,1086.45,869.58,0.282647487863858,0.8999818475133382
tRF-38-2VR008R9D9KUMK9,32.6,131.06,53.02,43.54,32.92,77.19,68.44,81.15,163.35,60.62,75.35,46.37,53.71,49.35,147.95,105.41,70.78,180.12,90.54,41.05,23.89,68.31,161.35,114.6,0.9424244135226162,0.9994822772341109
tRF-38-79MP9P9NH57S36D1,11.64,61.16,12.23,0.0,7.6,14.04,12.08,42.96,0.0,25.26,18.84,41.73,40.28,13.46,0.0,33.29,122.26,67.54,15.09,20.53,12.86,29.89,21.51,26.96,0.3072047027989525,0.8999818475133382
tRF-38-87R8WP9N1EWJQ7D1,51.24,87.38,48.94,87.08,40.51,84.21,44.29,62.05,49.01,85.88,75.35,60.28,40.28,49.35,156.17,177.54,122.26,101.32,22.64,34.21,20.21,46.96,161.35,13.48,0.8656544213247777,0.9994822772341109
tRF-38-9LON4VN1EH6KK80E,9.32,34.95,8.16,21.77,12.66,56.14,20.13,9.55,81.68,20.21,37.68,13.91,13.43,35.89,41.1,22.19,57.91,45.03,15.09,41.05,11.02,12.81,64.54,40.45,0.7461734807307223,0.9989386971255404
tRF-38-EH623K76IR3DR2DV,13.97,0.0,57.09,65.31,50.64,105.27,56.36,38.19,81.68,75.78,122.45,23.18,161.14,31.41,123.29,38.84,32.17,33.77,15.09,130.01,25.72,17.08,129.08,60.67,0.8983854731840437,0.9994822772341109
tRF-38-EH623K7SIR3DR2DV,123.43,183.49,346.65,195.93,189.91,442.11,108.7,405.73,490.05,257.64,348.51,157.65,268.56,161.52,468.51,299.6,122.26,275.81,143.36,458.44,38.59,85.39,946.61,33.7,0.9287216080156743,0.9994822772341109
tRF-38-KQWYL1M3WE8S68DM,18.63,17.48,8.16,21.77,17.72,28.07,20.13,23.87,32.67,20.21,9.42,27.82,0.0,8.97,8.22,22.19,32.17,33.77,7.55,34.21,3.67,25.62,10.76,0.0,0.14819949731109175,0.8999818475133382
tRF-38-L85DMKYOYRLHR0D2,16.3,26.21,4.08,32.65,2.53,21.05,20.13,33.41,49.01,20.21,56.52,18.55,13.43,13.46,8.22,11.1,45.04,11.26,22.64,0.0,18.37,17.08,32.27,20.22,0.8381721001191127,0.9994822772341109
tRF-38-L85DMKYUYRLHR0D2,69.87,183.49,57.09,108.85,73.43,147.37,96.62,52.51,179.69,131.35,150.71,157.65,134.28,71.79,139.73,122.06,173.74,129.46,165.99,82.11,31.24,102.47,161.35,161.78,0.6417244342237995,0.9857115408604086
tRF-38-MBQ4NKKQBRFKWEDX,13.97,61.16,32.63,32.65,10.13,28.07,20.13,28.64,98.01,20.21,84.77,41.73,67.14,40.38,57.54,33.29,38.61,56.29,45.27,41.05,3.67,8.54,53.78,60.67,0.46574133186616373,0.9268882287302744
tRF-38-PNR8YP9LON4VN18,9.32,52.43,12.23,21.77,20.26,49.12,12.08,23.87,32.67,15.16,65.94,4.64,40.28,31.41,16.44,49.93,57.91,39.4,22.64,0.0,12.86,38.43,32.27,33.7,0.9700043222273238,0.9994822772341109
tRF-38-U1O0789NLJK1JK8,107.13,410.66,167.21,261.24,124.07,217.55,124.81,157.52,294.03,222.28,386.19,217.93,496.84,170.49,394.54,327.34,444.01,495.33,377.26,253.17,112.09,209.2,365.74,310.08,0.23727919073710887,0.8999818475133382
tRF-39-0668K87SERM492E2,13.97,17.48,32.63,21.77,20.26,0.0,4.03,28.64,49.01,20.21,28.26,46.37,13.43,4.49,106.85,0.0,57.91,39.4,37.73,88.95,3.67,17.08,43.03,13.48,0.1306916607082011,0.8839157466401707
tRF-39-0VL8K87SIRMM12E2,104.8,113.59,293.63,130.62,217.76,350.88,64.42,400.96,130.68,383.94,188.39,125.19,362.56,269.2,263.03,116.51,109.39,185.75,98.09,362.65,51.45,51.23,752.99,26.96,0.8925903248434006,0.9994822772341109
tRF-39-2R1HPSR9O9337K0V,102.47,113.59,53.02,174.16,60.77,98.25,68.44,157.52,81.68,45.47,178.97,102.01,67.14,49.35,147.95,188.63,154.44,146.35,150.9,95.79,36.75,51.23,279.68,74.15,0.6673987280113699,0.9876833352070801
tRF-39-2S3HPSR95933JK0V,62.88,78.64,28.55,250.35,93.69,154.39,56.36,162.29,147.02,222.28,160.13,115.92,134.28,130.11,139.73,171.99,90.09,129.46,196.17,239.48,36.75,72.58,193.63,74.15,0.13546359099478733,0.8839157466401707
tRF-39-2VR008R959KUMKEV,239.88,707.74,322.18,772.83,270.93,582.47,394.55,467.79,718.74,318.27,847.74,635.23,469.98,318.56,591.81,704.6,669.23,602.27,565.88,396.86,141.49,345.83,752.99,465.12,0.47366056167289716,0.9268882287302744
tRF-39-2VR008R9D9KUMKEV,58.22,34.95,57.09,87.08,43.05,70.18,56.36,105.01,196.02,60.62,131.87,125.19,94.0,62.81,156.17,116.51,115.83,146.35,113.18,41.05,34.91,68.31,193.63,107.85,0.9514569820192085,0.9994822772341109
tRF-39-86J8WPMN1E8Y7ZFV,34.93,104.85,20.39,32.65,43.05,49.12,56.36,38.19,81.68,25.26,37.68,69.55,107.42,31.41,24.66,127.61,135.13,101.32,67.91,54.74,14.7,68.31,32.27,26.96,0.09171065880990681,0.8839157466401707
tRF-39-86V8WPMN1E8Y7ZFV,16.3,61.16,8.16,10.88,22.79,28.07,20.13,14.32,32.67,30.31,28.26,37.09,40.28,40.38,16.44,94.32,109.39,50.66,45.27,20.53,11.02,34.16,75.3,6.74,0.42515835659419166,0.9268882287302744
tRF-39-87R8WP9N1EWJQ7FV,1176.11,2280.49,1965.69,1948.41,1058.42,2743.92,1244.05,2324.62,2629.95,2460.25,2514.95,2114.34,3357.01,2422.82,3616.61,3012.6,3790.17,3213.99,1033.68,2476.94,887.5,2715.37,3657.37,761.72,0.6362645584425755,0.9853762013037222
tRF-39-8HM2OSRN2NKSEKH9,23.29,26.21,12.23,21.77,2.53,28.07,16.1,19.09,16.34,0.0,0.0,41.73,13.43,8.97,32.88,49.93,25.74,22.51,30.18,20.53,11.02,17.08,64.54,6.74,0.9933506240281982,0.9994822772341109
tRF-39-8HM2OSRNLNKSEKH9,218.92,314.55,85.64,97.96,45.58,91.23,64.42,128.88,147.02,116.19,367.35,380.21,67.14,26.92,271.25,571.45,186.61,118.2,181.08,54.74,73.5,98.2,150.6,74.15,0.2861002331767791,0.8999818475133382
tRF-39-EH623K76IR3DR2I2,34.93,26.21,24.47,54.42,15.19,70.18,44.29,76.37,163.35,75.78,65.94,32.46,40.28,22.43,106.85,61.03,25.74,67.54,105.63,136.85,14.7,12.81,161.35,40.45,0.47297789701759513,0.9268882287302744
tRF-39-EH623K7SIR3DR2I2,114.12,227.18,240.61,250.35,215.23,463.17,148.96,443.92,718.74,252.59,593.42,194.74,349.13,157.03,345.22,249.66,238.09,298.32,211.26,451.6,58.8,119.54,946.61,134.82,0.9541450200795232,0.9994822772341109
tRF-39-J9ZH0SR9593KMHFV,44.25,87.38,44.86,54.42,15.19,70.18,48.31,85.92,65.34,65.67,75.35,46.37,40.28,17.95,41.1,72.12,160.87,163.23,75.45,41.05,16.54,42.69,118.33,87.63,0.4561046441717695,0.9268882287302744
tRF-39-KQWYL1M3WE8S681U,6.99,8.74,4.08,10.88,2.53,35.09,4.03,9.55,16.34,15.16,18.84,4.64,13.43,17.95,0.0,0.0,19.3,16.89,7.55,41.05,3.67,4.27,10.76,13.48,0.1295912743298448,0.8839157466401707
tRF-39-U1O0789NLJK1JKEM,167.68,445.61,183.52,468.05,179.78,301.76,257.67,348.45,604.4,247.54,753.54,310.66,268.56,210.87,657.56,338.43,797.93,669.81,460.25,191.59,145.16,264.71,376.49,323.56,0.2409769401229903,0.8999818475133382
tRF-39-W3FJI0E7UM8KSWIZ,16.3,52.43,12.23,21.77,2.53,35.09,4.03,9.55,16.34,5.05,0.0,18.55,13.43,0.0,0.0,16.64,12.87,5.63,7.55,13.68,3.67,0.0,53.78,6.74,0.6789784523130792,0.9876833352070801
tRF-39-YDLBRY73W0K5KKH8,60.55,96.11,28.55,228.58,12.66,56.14,48.31,47.73,98.01,25.26,188.39,74.19,120.85,49.35,106.85,77.67,64.35,33.77,90.54,102.64,16.54,46.96,118.33,60.67,0.5692607840924933,0.961875131715528
tRF-40-2R1HPSR9O9337KB6,118.78,253.39,126.42,250.35,124.07,294.74,197.28,343.68,424.71,126.3,348.51,222.56,255.13,107.68,180.83,160.89,244.53,197.0,241.44,88.95,47.77,106.74,387.25,141.56,0.7891346213856019,0.9994822772341109
tRF-40-2S3HPSR95933JKB6,79.18,157.28,77.49,119.73,63.3,126.32,104.68,362.77,245.03,111.14,178.97,139.1,67.14,103.19,180.83,155.35,90.09,129.46,98.09,157.37,18.37,68.31,182.87,148.3,0.7161155542287042,0.9900737117501368
tRF-40-2VR008R959KUMKF6,405.23,1039.76,542.4,1327.96,311.45,912.3,684.43,730.32,1208.79,490.03,1488.25,783.6,577.41,453.16,1043.88,704.6,913.76,1176.4,1282.67,561.08,222.33,512.33,1043.43,754.98,0.19213037220922008,0.8999818475133382
tRF-40-2VR008R9D9KUMKF6,65.21,148.54,93.8,217.7,55.71,140.35,92.6,109.79,326.7,80.83,188.39,129.83,26.86,80.76,180.83,88.77,186.61,135.09,143.36,82.11,51.45,102.47,204.38,101.11,0.6399655538364662,0.9857115408604086
tRF-40-3JVIJMRPFQ5DWXH9,9.32,52.43,4.08,32.65,5.06,35.09,12.08,33.41,16.34,30.31,9.42,41.73,26.86,31.41,32.88,94.32,90.09,67.54,37.73,27.37,7.35,42.69,21.51,40.45,0.26158771227265304,0.8999818475133382
tRF-40-3JVIJMRPFQRDWXHR,16.3,78.64,8.16,43.54,7.6,21.05,28.18,19.09,114.35,15.16,28.26,51.0,13.43,26.92,24.66,49.93,64.35,61.92,60.36,34.21,7.35,21.35,53.78,53.93,0.30698675909257733,0.8999818475133382
tRF-40-81JJ6RRNLIK898O1,16.3,52.43,16.31,54.42,12.66,42.11,12.08,28.64,98.01,25.26,47.1,46.37,0.0,13.46,32.88,38.84,25.74,33.77,15.09,6.84,9.19,4.27,53.78,13.48,0.9911544633378178,0.9994822772341109
tRF-40-81PV6RRNLNK88KO1,20.96,17.48,12.23,65.31,12.66,14.04,16.1,95.47,0.0,10.1,28.26,46.37,0.0,13.46,24.66,110.96,12.87,11.26,15.09,54.74,7.35,12.81,10.76,26.96,0.25592557497967816,0.8999818475133382
tRF-40-86J8WPMN1E8Y7Z2R,27.95,78.64,16.31,43.54,37.98,21.05,32.21,33.41,114.35,30.31,47.1,13.91,120.85,31.41,57.54,55.48,83.65,135.09,60.36,34.21,31.24,51.23,10.76,0.0,0.013219276981310405,0.8839157466401707
tRF-40-86V8WPMN1E8Y7Z2R,11.64,26.21,4.08,43.54,17.72,0.0,12.08,23.87,49.01,15.16,28.26,32.46,53.71,13.46,57.54,44.38,57.91,90.06,0.0,20.53,12.86,34.16,0.0,26.96,0.22962343732189913,0.8999818475133382
tRF-40-87R8WP9N1EWJQ72S,104.8,375.71,85.64,108.85,194.97,231.58,185.2,119.33,245.03,136.4,282.58,176.2,550.55,121.14,246.59,183.09,296.01,270.18,196.17,157.37,104.74,273.25,139.84,74.15,0.13728256159281757,0.8839157466401707
tRF-40-8HM2OSRN2NKSEK51,23.29,17.48,8.16,10.88,7.6,28.07,20.13,23.87,49.01,20.21,47.1,32.46,0.0,17.95,65.76,49.93,19.3,11.26,15.09,27.37,11.02,17.08,10.76,20.22,0.35719237221123745,0.9057065641758754
tRF-40-8HM2OSRNLNKSEK51,104.8,113.59,36.7,130.62,53.17,77.19,60.39,100.24,98.01,40.41,235.48,180.83,67.14,26.92,139.73,416.1,109.39,112.57,143.36,136.85,33.07,98.2,43.03,87.63,0.04738995805065472,0.8839157466401707
tRF-40-EFOK8YR951K36D26,6.99,0.0,24.47,54.42,15.19,7.02,16.1,33.41,65.34,10.1,28.26,4.64,0.0,17.95,41.1,0.0,12.87,0.0,0.0,13.68,3.67,0.0,43.03,6.74,0.6216278722531776,0.9810040993729577
tRF-40-J9ZH0SR9593KMH26,149.05,410.66,159.05,272.12,111.41,287.73,305.98,295.95,359.37,277.85,480.38,236.47,174.56,197.41,649.35,294.05,540.53,529.1,490.43,191.59,97.39,162.24,376.49,296.6,0.19980369144727328,0.8999818475133382
tRF-40-PNR8YP9LON4VN1EH,51.24,96.11,4.08,43.54,32.92,42.11,56.36,42.96,114.35,50.52,56.52,55.64,147.71,8.97,24.66,55.48,90.09,112.57,30.18,41.05,29.4,89.66,64.54,33.7,0.5239251559683149,0.9434786339232178
tRF-40-PSQP4PW3FJI0E7UM,16.3,34.95,24.47,43.54,121.54,21.05,32.21,4.77,32.67,30.31,37.68,51.0,80.57,31.41,32.88,16.64,38.61,33.77,15.09,34.21,12.86,25.62,75.3,26.96,0.817854554429904,0.9994822772341109
tRF-40-PSQP4PW3FJIKE7UM,9.32,26.21,36.7,10.88,65.83,28.07,16.1,19.09,32.67,25.26,37.68,9.27,161.14,35.89,16.44,22.19,32.17,22.51,7.55,13.68,11.02,12.81,10.76,0.0,0.13589280795587222,0.8839157466401707
tRF-40-U1O0789NLJK1JKE1,423.86,1109.66,350.73,903.45,329.17,856.16,636.11,525.07,1225.13,591.07,1497.67,746.51,711.69,489.05,1331.57,837.76,1640.91,1519.75,1026.14,567.92,259.08,567.84,1064.94,963.95,0.3362290982261015,0.8999818475133382
tRF-40-UMJYX9X5Q4R9OMKM,11.64,43.69,8.16,10.88,2.53,21.05,28.18,9.55,32.67,5.05,0.0,0.0,53.71,13.46,24.66,0.0,12.87,28.14,22.64,6.84,1.84,12.81,10.76,20.22,0.4156765106734988,0.9268882287302744
tRF-40-W3FJI0E7UM8KSWRN,16.3,52.43,16.31,21.77,2.53,28.07,12.08,14.32,65.34,0.0,28.26,27.82,0.0,0.0,8.22,0.0,32.17,28.14,15.09,6.84,0.0,0.0,21.51,20.22,0.44964832061696913,0.9268882287302744
tRF-40-YDLBRY73W0K5KKOV,55.89,174.75,57.09,108.85,60.77,105.27,116.76,71.6,212.36,111.14,263.74,102.01,94.0,44.87,189.05,88.77,167.31,135.09,165.99,95.79,33.07,89.66,129.08,107.85,0.19184134181337456,0.8999818475133382
tRF-41-0HJBRR93W0K67205D,9.32,34.95,28.55,32.65,25.32,42.11,20.13,119.33,32.67,45.47,47.1,51.0,0.0,35.89,32.88,5.55,0.0,33.77,0.0,27.37,1.84,25.62,43.03,6.74,0.7895388772378523,0.9994822772341109
tRF-41-1SS2P4FINOW6RM7KE,4.66,52.43,4.08,0.0,2.53,21.05,8.05,33.41,0.0,5.05,56.52,27.82,26.86,4.49,16.44,27.74,19.3,11.26,75.45,13.68,3.67,4.27,21.51,20.22,0.27004270915581013,0.8999818475133382
tRF-41-45LSM1M3WE8SSP6DD,20.96,17.48,24.47,0.0,10.13,28.07,4.03,9.55,49.01,10.1,28.26,27.82,67.14,40.38,32.88,188.63,6.43,16.89,22.64,20.53,5.51,21.35,21.51,40.45,0.34155725267202053,0.8999818475133382
tRF-41-79MP9P9NH57S362V0,9.32,26.21,12.23,10.88,15.19,14.04,12.08,28.64,81.68,25.26,28.26,27.82,26.86,49.35,8.22,22.19,77.22,28.14,0.0,0.0,12.86,55.5,64.54,0.0,0.8164102983006909,0.9994822772341109
tRF-41-81JJ6RRNLIK898O1B,41.92,157.28,48.94,21.77,15.19,217.55,12.08,38.19,49.01,55.57,56.52,13.91,0.0,85.25,123.29,38.84,70.78,39.4,113.18,34.21,5.51,34.16,193.63,87.63,0.6585876055518316,0.9876833352070801
tRF-41-81PV6RRNLNK88KO1B,46.58,61.16,36.7,54.42,20.26,77.19,8.05,267.31,65.34,35.36,47.1,46.37,53.71,44.87,90.42,22.19,19.3,33.77,22.64,13.68,5.51,4.27,32.27,20.22,0.5138556713707506,0.9357801451730747
tRF-41-87R8WP9N1EWJQ72SD,4.66,43.69,0.0,21.77,7.6,28.07,12.08,19.09,0.0,10.1,18.84,27.82,0.0,8.97,8.22,5.55,51.48,61.92,22.64,13.68,5.51,25.62,32.27,13.48,0.27105791935534546,0.8999818475133382
tRF-41-8HM2OSRN2NKSEK51B,11.64,43.69,12.23,54.42,5.06,14.04,24.16,23.87,49.01,30.31,84.77,13.91,13.43,22.43,41.1,33.29,45.04,28.14,15.09,13.68,3.67,42.69,75.3,6.74,0.776094155716749,0.9994822772341109
tRF-41-8HM2OSRNLNKSEK51B,116.45,445.61,171.28,337.43,58.24,119.3,148.96,190.93,212.36,65.67,612.25,380.21,161.14,121.14,435.64,294.05,315.31,287.06,309.35,123.16,90.04,251.9,376.49,249.41,0.8418282143884975,0.9994822772341109
tRF-41-9NJ4S2I7L7P5QK11D,23.29,61.16,48.94,65.31,22.79,49.12,16.1,52.51,130.68,20.21,28.26,46.37,13.43,22.43,82.2,16.64,77.22,78.8,15.09,41.05,12.86,46.96,107.57,53.93,0.9505053345154315,0.9994822772341109
tRF-41-KQWYL1M3WE8S68L5D,23.29,78.64,4.08,54.42,20.26,21.05,28.18,33.41,16.34,35.36,122.45,13.91,53.71,8.97,41.1,16.64,102.96,67.54,15.09,20.53,5.51,21.35,43.03,33.7,0.43907842508186856,0.9268882287302744
tRF-41-PSQP4PW3FJI0E7UME,44.25,52.43,53.02,43.54,458.31,84.21,84.55,38.19,179.69,30.31,75.35,46.37,496.84,62.81,131.51,99.87,218.79,140.72,30.18,54.74,25.72,106.74,96.81,13.48,0.41584011804007165,0.9268882287302744
tRF-41-PSQP4PW3FJIKE7UMD,9.32,78.64,16.31,32.65,45.58,28.07,16.1,14.32,32.67,15.16,56.52,27.82,120.85,26.92,41.1,27.74,57.91,84.43,22.64,0.0,11.02,29.89,32.27,26.96,0.48280513682011744,0.9268882287302744
tRF-41-U1O0789NLJK1JKE1B,86.17,253.39,69.33,65.31,65.83,168.42,120.78,109.79,147.02,95.99,263.74,115.92,120.85,53.84,263.03,94.32,257.4,253.29,158.45,68.42,40.42,106.74,129.08,155.04,0.3345405735861516,0.8999818475133382
tRF-41-WLV47PU9XW983FPDD,2.33,0.0,20.39,0.0,0.0,14.04,12.08,4.77,16.34,0.0,37.68,23.18,26.86,0.0,32.88,33.29,0.0,16.89,52.82,27.37,3.67,17.08,21.51,33.7,0.5894888756020497,0.9727546201183505
tRF-41-YDLBRY73W0K5KKOVD,177.0,454.35,138.66,380.97,96.22,224.57,273.77,214.8,441.05,171.76,433.29,292.11,295.42,134.6,287.68,432.75,482.62,264.55,430.07,260.01,71.66,192.13,225.9,202.23,0.10711754525156623,0.8839157466401707
tRF-41-YEN0RR1380877S6VD,13.97,17.48,12.23,21.77,0.0,21.05,8.05,19.09,81.68,10.1,37.68,18.55,13.43,8.97,49.32,5.55,32.17,22.51,45.27,13.68,9.19,8.54,53.78,20.22,0.5302428327535442,0.949238639811737
tRF-42-0HJBRR93W0K672052,69.87,104.85,77.49,163.27,48.11,140.35,52.34,291.17,277.7,106.09,273.16,102.01,40.28,71.79,213.71,94.32,12.87,61.92,15.09,171.06,16.54,21.35,225.9,13.48,0.9609718416417881,0.9994822772341109
tRF-42-45LSM1M3WE8SSP6D2,11.64,34.95,20.39,119.73,22.79,49.12,8.05,38.19,114.35,40.41,28.26,27.82,26.86,13.46,24.66,77.67,38.61,22.51,15.09,20.53,7.35,21.35,75.3,26.96,0.6837496354760118,0.9876833352070801
tRF-42-79MP9P9NH57S362VL,79.18,183.49,40.78,119.73,40.51,119.3,92.6,105.01,32.67,20.21,178.97,143.74,40.28,35.89,156.17,277.4,135.13,67.54,75.45,41.05,49.61,55.5,107.57,74.15,0.7906775322685117,0.9994822772341109
